backend_name,case_id,base_sample_id,attempt_id,candidate_id,candidate_index,candidate_path,candidate_readable,fixed_structure_match_success,anchor_integrity,old_clash_resolved,no_new_severe_clash,reliable_repair_success,failure_stage,failure_reason,verifier_failure_reasons
rule_fixed_topology,case_000721,complex_crossdocked_000019,rule_fixed_topology:case_000721,rule_fixed_topology:case_000721:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000721/rule_candidate_004.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000721,complex_crossdocked_000019,rule_fixed_topology:case_000721,rule_fixed_topology:case_000721:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000721/rule_candidate_005.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000721,complex_crossdocked_000019,rule_fixed_topology:case_000721,rule_fixed_topology:case_000721:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000721/rule_candidate_006.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000721,complex_crossdocked_000019,rule_fixed_topology:case_000721,rule_fixed_topology:case_000721:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000721/rule_candidate_007.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000721,complex_crossdocked_000019,rule_fixed_topology:case_000721,rule_fixed_topology:case_000721:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000721/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001593,complex_crossdocked_000033,rule_fixed_topology:case_001593,rule_fixed_topology:case_001593:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001593/rule_candidate_005.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001593,complex_crossdocked_000033,rule_fixed_topology:case_001593,rule_fixed_topology:case_001593:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001593/rule_candidate_006.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001593,complex_crossdocked_000033,rule_fixed_topology:case_001593,rule_fixed_topology:case_001593:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001593/rule_candidate_007.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001593,complex_crossdocked_000033,rule_fixed_topology:case_001593,rule_fixed_topology:case_001593:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001593/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002281,complex_crossdocked_000045,rule_fixed_topology:case_002281,rule_fixed_topology:case_002281:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002281/rule_candidate_004.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002281,complex_crossdocked_000045,rule_fixed_topology:case_002281,rule_fixed_topology:case_002281:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002281/rule_candidate_005.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002281,complex_crossdocked_000045,rule_fixed_topology:case_002281,rule_fixed_topology:case_002281:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002281/rule_candidate_006.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002281,complex_crossdocked_000045,rule_fixed_topology:case_002281,rule_fixed_topology:case_002281:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002281/rule_candidate_007.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002281,complex_crossdocked_000045,rule_fixed_topology:case_002281,rule_fixed_topology:case_002281:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002281/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000806,complex_crossdocked_000021,rule_fixed_topology:case_000806,rule_fixed_topology:case_000806:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000806/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002333,complex_crossdocked_000046,rule_fixed_topology:case_002333,rule_fixed_topology:case_002333:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002333/rule_candidate_008.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001906,complex_crossdocked_000038,rule_fixed_topology:case_001906,rule_fixed_topology:case_001906:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001906/rule_candidate_004.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001906,complex_crossdocked_000038,rule_fixed_topology:case_001906,rule_fixed_topology:case_001906:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001906/rule_candidate_005.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001906,complex_crossdocked_000038,rule_fixed_topology:case_001906,rule_fixed_topology:case_001906:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001906/rule_candidate_006.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001906,complex_crossdocked_000038,rule_fixed_topology:case_001906,rule_fixed_topology:case_001906:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001906/rule_candidate_007.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001906,complex_crossdocked_000038,rule_fixed_topology:case_001906,rule_fixed_topology:case_001906:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001906/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001730,complex_crossdocked_000035,rule_fixed_topology:case_001730,rule_fixed_topology:case_001730:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001730/rule_candidate_004.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001730,complex_crossdocked_000035,rule_fixed_topology:case_001730,rule_fixed_topology:case_001730:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001730/rule_candidate_005.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001730,complex_crossdocked_000035,rule_fixed_topology:case_001730,rule_fixed_topology:case_001730:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001730/rule_candidate_006.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001730,complex_crossdocked_000035,rule_fixed_topology:case_001730,rule_fixed_topology:case_001730:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001730/rule_candidate_007.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001730,complex_crossdocked_000035,rule_fixed_topology:case_001730,rule_fixed_topology:case_001730:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001730/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000670,complex_crossdocked_000018,rule_fixed_topology:case_000670,rule_fixed_topology:case_000670:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000670/rule_candidate_001.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000670,complex_crossdocked_000018,rule_fixed_topology:case_000670,rule_fixed_topology:case_000670:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000670/rule_candidate_002.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000670,complex_crossdocked_000018,rule_fixed_topology:case_000670,rule_fixed_topology:case_000670:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000670/rule_candidate_003.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000670,complex_crossdocked_000018,rule_fixed_topology:case_000670,rule_fixed_topology:case_000670:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000670/rule_candidate_004.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000670,complex_crossdocked_000018,rule_fixed_topology:case_000670,rule_fixed_topology:case_000670:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000670/rule_candidate_005.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000670,complex_crossdocked_000018,rule_fixed_topology:case_000670,rule_fixed_topology:case_000670:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000670/rule_candidate_006.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000670,complex_crossdocked_000018,rule_fixed_topology:case_000670,rule_fixed_topology:case_000670:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000670/rule_candidate_007.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_000670,complex_crossdocked_000018,rule_fixed_topology:case_000670,rule_fixed_topology:case_000670:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000670/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002131,complex_crossdocked_000043,rule_fixed_topology:case_002131,rule_fixed_topology:case_002131:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002131/rule_candidate_007.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_002131,complex_crossdocked_000043,rule_fixed_topology:case_002131,rule_fixed_topology:case_002131:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002131/rule_candidate_008.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001527,complex_crossdocked_000031,rule_fixed_topology:case_001527,rule_fixed_topology:case_001527:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001527/rule_candidate_008.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001457,complex_crossdocked_000030,rule_fixed_topology:case_001457,rule_fixed_topology:case_001457:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001457/rule_candidate_006.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001457,complex_crossdocked_000030,rule_fixed_topology:case_001457,rule_fixed_topology:case_001457:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001457/rule_candidate_007.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001457,complex_crossdocked_000030,rule_fixed_topology:case_001457,rule_fixed_topology:case_001457:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001457/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_001316,complex_crossdocked_000026,rule_fixed_topology:case_001316,rule_fixed_topology:case_001316:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001316/rule_candidate_005.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001316,complex_crossdocked_000026,rule_fixed_topology:case_001316,rule_fixed_topology:case_001316:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001316/rule_candidate_006.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001316,complex_crossdocked_000026,rule_fixed_topology:case_001316,rule_fixed_topology:case_001316:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001316/rule_candidate_007.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001316,complex_crossdocked_000026,rule_fixed_topology:case_001316,rule_fixed_topology:case_001316:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001316/rule_candidate_008.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000707,complex_crossdocked_000019,rule_fixed_topology:case_000707,rule_fixed_topology:case_000707:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000707/rule_candidate_001.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000707,complex_crossdocked_000019,rule_fixed_topology:case_000707,rule_fixed_topology:case_000707:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000707/rule_candidate_002.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000707,complex_crossdocked_000019,rule_fixed_topology:case_000707,rule_fixed_topology:case_000707:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000707/rule_candidate_003.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000707,complex_crossdocked_000019,rule_fixed_topology:case_000707,rule_fixed_topology:case_000707:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000707/rule_candidate_004.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000707,complex_crossdocked_000019,rule_fixed_topology:case_000707,rule_fixed_topology:case_000707:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000707/rule_candidate_005.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000707,complex_crossdocked_000019,rule_fixed_topology:case_000707,rule_fixed_topology:case_000707:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000707/rule_candidate_006.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000707,complex_crossdocked_000019,rule_fixed_topology:case_000707,rule_fixed_topology:case_000707:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000707/rule_candidate_007.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_000707,complex_crossdocked_000019,rule_fixed_topology:case_000707,rule_fixed_topology:case_000707:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000707/rule_candidate_008.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_002282,complex_crossdocked_000045,rule_fixed_topology:case_002282,rule_fixed_topology:case_002282:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002282/rule_candidate_004.sdf,True,True,True,True,False,False,verifier,new_severe_clash,new_severe_clash
rule_fixed_topology,case_002282,complex_crossdocked_000045,rule_fixed_topology:case_002282,rule_fixed_topology:case_002282:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002282/rule_candidate_005.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002282,complex_crossdocked_000045,rule_fixed_topology:case_002282,rule_fixed_topology:case_002282:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002282/rule_candidate_006.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002282,complex_crossdocked_000045,rule_fixed_topology:case_002282,rule_fixed_topology:case_002282:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002282/rule_candidate_007.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002282,complex_crossdocked_000045,rule_fixed_topology:case_002282,rule_fixed_topology:case_002282:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002282/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002226,complex_crossdocked_000044,rule_fixed_topology:case_002226,rule_fixed_topology:case_002226:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002226/rule_candidate_003.sdf,True,True,True,True,False,False,verifier,new_severe_clash,new_severe_clash
rule_fixed_topology,case_002226,complex_crossdocked_000044,rule_fixed_topology:case_002226,rule_fixed_topology:case_002226:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002226/rule_candidate_004.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002226,complex_crossdocked_000044,rule_fixed_topology:case_002226,rule_fixed_topology:case_002226:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002226/rule_candidate_005.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002226,complex_crossdocked_000044,rule_fixed_topology:case_002226,rule_fixed_topology:case_002226:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002226/rule_candidate_006.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002226,complex_crossdocked_000044,rule_fixed_topology:case_002226,rule_fixed_topology:case_002226:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002226/rule_candidate_007.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002226,complex_crossdocked_000044,rule_fixed_topology:case_002226,rule_fixed_topology:case_002226:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002226/rule_candidate_008.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
rule_fixed_topology,case_002003,complex_crossdocked_000040,rule_fixed_topology:case_002003,rule_fixed_topology:case_002003:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002003/rule_candidate_006.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_002003,complex_crossdocked_000040,rule_fixed_topology:case_002003,rule_fixed_topology:case_002003:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002003/rule_candidate_007.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_002003,complex_crossdocked_000040,rule_fixed_topology:case_002003,rule_fixed_topology:case_002003:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002003/rule_candidate_008.sdf,True,True,True,False,True,False,verifier,old_clash_not_resolved,old_clash_not_resolved
rule_fixed_topology,case_001961,complex_crossdocked_000039,rule_fixed_topology:case_001961,rule_fixed_topology:case_001961:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001961/rule_candidate_003.sdf,True,True,True,False,False,False,verifier,old_clash_not_resolved;new_severe_clash,old_clash_not_resolved;new_severe_clash
