case_id,base_sample_id,base_complex_id,base_split,derived_split,split_group,target_id,source_dataset,injection_mode,attempt_id,seed,rotation_angle_deg,rotation_axis_atom_pair,transform_matrix,target_rgroup,target_atom_indices,anchor_scaffold_atom_idx,anchor_rgroup_atom_idx,anchor_bond_idx,oracle_split,difficulty_bin,difficulty_reason,acceptance_status,reject_reason,unsupported_reason,invalid_reason,duplicate_of,ligand_valid,rdkit_sanitize_ok,rotatable_bond_valid,anchor_integrity_pass,bond_length_valid,chirality_preserved,ligand_internal_severe_clash_count,forcefield_type,energy_original,energy_failed,energy_delta,energy_delta_pass,energy_check_status,scaffold_rmsd,non_target_rgroup_rmsd,target_rgroup_rmsd,delta_angstrom,severe_depth_threshold_angstrom,target_num_clash_pairs,target_num_severe_pairs,target_total_score,target_max_depth,target_score_ratio_valid,target_score_ratio_all,non_target_num_severe_pairs,scaffold_num_severe_pairs,num_total_severe_pairs,total_clash_score,max_clash_depth,predicted_dominant_region_all,predicted_dominant_valid_rgroup,dominant_ratio_all_regions,dominant_ratio_valid_rgroups,failure_type,recommended_action,top_valid_rgroups_json,top_clash_residue,delta03_status,delta04_status,delta05_status,sample_path,original_ligand_sdf,failed_ligand_sdf
case_000227,complex_crossdocked_000007,complex_crossdocked_000007,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000007:R4:directed_clash:90.0,20260510,90.0,"[5, 10]","[[0.30845243, 0.55952811, -0.7692759, 0.0], [0.35732913, 0.68132645, 0.63883495, 0.0], [0.88157415, -0.47193488, 0.01022111, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,606.6319925367058,612.9649641212545,6.332971584548773,True,record_only,0.0,0.0,1.337733268737793,0.4,0.4,2,1,0.3154161590446165,0.48485469818115234,1.0,1.0,0,0,1,0.3154161590446165,0.48485469818115234,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.2230329049562629}]",A:448::VAL,target_severe,target_severe,no_target_severe,samples/case_000227.pkl,ligands/case_000227_original.sdf,ligands/case_000227_failed.sdf
case_000238,complex_crossdocked_000007,complex_crossdocked_000007,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000007:R8:easy_rotation:240.0,20260510,240.0,"[16, 21]","[[-0.28525895, -0.54835927, 0.78608489, 0.0], [0.93961889, -0.32178056, 0.11650568, 0.0], [0.18905987, 0.77185452, 0.60703951, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,606.6319925367058,621.1582534015348,14.526260864829055,True,record_only,0.0,0.0,1.6300824880599976,0.4,0.4,1,1,0.33748796892774635,0.5809371471405029,1.0,1.0,0,0,1,0.33748796892774635,0.5809371471405029,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.23864003139768428}]",A:413::TRP,target_severe,target_severe,target_severe,samples/case_000238.pkl,ligands/case_000238_original.sdf,ligands/case_000238_failed.sdf
case_000239,complex_crossdocked_000007,complex_crossdocked_000007,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000007:R8:easy_rotation:300.0,20260510,300.0,"[16, 21]","[[0.57158035, -0.67877913, 0.46103662, 0.0], [0.80919904, 0.55940646, -0.17961438, 0.0], [-0.13598838, 0.47573444, 0.86901319, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,606.6319925367058,648.0190987865938,41.38710624988801,True,record_only,0.0,0.0,0.9411294460296631,0.4,0.4,2,2,0.6863291559546383,0.6840870380401611,1.0,1.0,0,0,2,0.6863291559546383,0.6840870380401611,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.48530800030156424}]",A:413::TRP,target_severe,target_severe,target_severe,samples/case_000239.pkl,ligands/case_000239_original.sdf,ligands/case_000239_failed.sdf
case_000245,complex_crossdocked_000007,complex_crossdocked_000007,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000007:R8:directed_clash:270.0,20260510,270.0,"[16, 21]","[[0.1431607, -0.7286647, 0.6697408, 0.0], [0.98950446, 0.11881296, -0.08224576, 0.0], [-0.0196443, 0.67448586, 0.73802632, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,medium,supported_with_moderate_ambiguity_or_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,606.6319925367058,624.4482559485004,17.816263411794694,True,record_only,0.0,0.0,1.3309569358825684,0.4,0.4,3,1,0.8962722574712529,0.9067428112030029,1.0,1.0,0,0,1,0.8962722574712529,0.9067428112030029,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.6337601910472982}]",A:413::TRP,target_severe,target_severe,target_severe,samples/case_000245.pkl,ligands/case_000245_original.sdf,ligands/case_000245_failed.sdf
case_000310,complex_crossdocked_000009,complex_crossdocked_000009,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000009:R8:easy_rotation:240.0,20260510,240.0,"[16, 21]","[[-0.49994704, -0.86443764, 0.05292021, 0.0], [0.86534375, -0.49612477, 0.07099566, 0.0], [-0.03511629, 0.08128824, 0.99607182, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,604.7275844466097,609.5792620064337,4.851677559823997,True,record_only,0.0,0.0,1.6320786476135254,0.4,0.4,2,1,0.20533001663631012,0.40374279022216797,1.0,1.0,0,0,1,0.20533001663631012,0.40374279022216797,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.14519024714468148}]",A:446::GLY,target_severe,target_severe,no_target_severe,samples/case_000310.pkl,ligands/case_000310_original.sdf,ligands/case_000310_failed.sdf
case_000329,complex_crossdocked_000010,complex_crossdocked_000010,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000010:R4:easy_rotation:300.0,20260510,300.0,"[5, 10]","[[0.50385106, -0.79989272, 0.3260456, 0.0], [0.76283962, 0.58912688, 0.26646811, 0.0], [-0.40522814, 0.11446025, 0.90702206, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,603.5932072375922,602.9199798080174,-0.6732274295748084,True,record_only,0.0,0.0,0.9456295371055603,0.4,0.4,1,1,0.2889302401754321,0.5375223159790039,1.0,1.0,0,0,1,0.2889302401754321,0.5375223159790039,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.2043045321179059}]",A:446::GLY,target_severe,target_severe,target_severe,samples/case_000329.pkl,ligands/case_000329_original.sdf,ligands/case_000329_failed.sdf
case_000347,complex_crossdocked_000010,complex_crossdocked_000010,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000010:R8:easy_rotation:300.0,20260510,300.0,"[16, 21]","[[0.5005011, -0.76039773, 0.41387674, 0.0], [0.77501398, 0.60658407, 0.1772262, 0.0], [-0.38581344, 0.23205836, 0.89291483, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,603.5932072375922,609.3181798642227,5.724972626630461,True,record_only,0.0,0.0,0.941969633102417,0.4,0.4,1,1,0.3716331711075327,0.6096172332763672,1.0,1.0,0,0,1,0.3716331711075327,0.6096172332763672,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.26278433540399687}]",A:445::SER,target_severe,target_severe,target_severe,samples/case_000347.pkl,ligands/case_000347_original.sdf,ligands/case_000347_failed.sdf
case_000365,complex_crossdocked_000011,complex_crossdocked_000011,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000011:R4:easy_rotation:300.0,20260510,300.0,"[5, 10]","[[0.50654882, -0.86017996, -0.05915002, 0.0], [0.86048442, 0.50000352, 0.09779096, 0.0], [-0.0545426, -0.10043357, 0.99344766, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,602.0251375681263,606.1211891011201,4.096051532993783,True,record_only,0.0,0.0,0.9462041854858398,0.4,0.4,1,1,0.18941769629924465,0.43522143363952637,1.0,1.0,0,0,1,0.18941769629924465,0.43522143363952637,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.1339385375299299}]",A:448::VAL,target_severe,target_severe,no_target_severe,samples/case_000365.pkl,ligands/case_000365_original.sdf,ligands/case_000365_failed.sdf
case_000372,complex_crossdocked_000011,complex_crossdocked_000011,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000011:R4:directed_clash:270.0,20260510,270.0,"[5, 10]","[[0.01309766, -0.99312156, -0.11635272, 0.0], [0.99373049, 7.08e-06, 0.11180238, 0.0], [-0.11103253, -0.1170876, 0.98689526, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,602.0251375681263,606.5048104065371,4.479672838410806,True,record_only,0.0,0.0,1.3381317853927612,0.4,0.4,1,1,0.1733158626166187,0.41631221771240234,1.0,1.0,0,0,1,0.1733158626166187,0.41631221771240234,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.12255282174340712}]",A:448::VAL,target_severe,target_severe,no_target_severe,samples/case_000372.pkl,ligands/case_000372_original.sdf,ligands/case_000372_failed.sdf
case_000382,complex_crossdocked_000011,complex_crossdocked_000011,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000011:R8:easy_rotation:240.0,20260510,240.0,"[16, 21]","[[-0.49855831, -0.86645925, 0.02622902, 0.0], [0.85866821, -0.48947412, 0.15199991, 0.0], [-0.11886329, 0.09830284, 0.9880324, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,602.0251375681263,606.7626574762743,4.737519908147988,True,record_only,0.0,0.0,1.6306986808776855,0.4,0.4,2,1,0.27309546210494773,0.4984402656555176,1.0,1.0,0,0,1,0.27309546210494773,0.4984402656555176,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.19310765316568235}]",A:446::GLY,target_severe,target_severe,no_target_severe,samples/case_000382.pkl,ligands/case_000382_original.sdf,ligands/case_000382_failed.sdf
case_000469,complex_crossdocked_000014,complex_crossdocked_000014,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000014:R4:easy_rotation:60.0,20260510,60.0,"[5, 10]","[[0.95809293, 0.16480143, -0.23430417, 0.0], [0.11068923, 0.54141903, 0.83343464, 0.0], [0.26420796, -0.8244428, 0.50048804, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,608.9467040526745,606.4827657161225,-2.463938336552019,True,record_only,0.0,0.0,0.9455286264419556,0.4,0.4,3,1,0.38581201611606275,0.5898377895355225,1.0,1.0,0,0,1,0.38581201611606275,0.5898377895355225,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.2728102928589215}]",A:627::ASN,target_severe,target_severe,target_severe,samples/case_000469.pkl,ligands/case_000469_original.sdf,ligands/case_000469_failed.sdf
case_000480,complex_crossdocked_000014,complex_crossdocked_000014,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000014:R4:directed_clash:90.0,20260510,90.0,"[5, 10]","[[0.91618586, 0.30673236, -0.25791231, 0.0], [0.24424897, 0.08283812, 0.96616781, 0.0], [0.31771991, -0.94818413, 0.00097604, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,608.9467040526745,604.9815975258036,-3.9651065268708408,True,record_only,0.0,0.0,1.337178349494934,0.4,0.4,1,1,0.30083845521909325,0.5484874248504639,1.0,1.0,0,0,1,0.30083845521909325,0.5484874248504639,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.21272491172710634}]",A:627::ASN,target_severe,target_severe,target_severe,samples/case_000480.pkl,ligands/case_000480_original.sdf,ligands/case_000480_failed.sdf
case_000509,complex_crossdocked_000015,complex_crossdocked_000015,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000015:R4:easy_rotation:300.0,20260510,300.0,"[5, 10]","[[0.96434844, 0.11698585, 0.23737398, 0.0], [0.14002518, 0.53556311, -0.83280557, 0.0], [-0.22455521, 0.83635306, 0.50008845, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,606.5057481713432,607.0070905878498,0.5013424165066453,True,record_only,0.0,0.0,0.9454444646835327,0.4,0.4,1,1,0.18044362808814185,0.4247865676879883,1.0,1.0,0,0,1,0.18044362808814185,0.4247865676879883,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.12759291304302847}]",A:627::ASN,target_severe,target_severe,no_target_severe,samples/case_000509.pkl,ligands/case_000509_original.sdf,ligands/case_000509_failed.sdf
