visual_case_id,backend_name,backend_unit,case_id,base_sample_id,attempt_id,candidate_id,candidate_index,candidate_path,candidate_readable,ligand_valid,fixed_structure_match_success,topology_mappable_to_original_atom_order,anchor_integrity,keep_region_rmsd,keep_region_stable,old_clash_score_before,old_clash_score_after,old_clash_resolved,no_new_severe_clash,new_severe_clash_count,scaffold_rmsd,scaffold_stable,non_edit_rmsd,non_edit_stable,coordinate_valid,geometry_valid,edit_compliance,pocket_retention,repair_pass,reliable_repair_success,reliable_repair_criteria_json,failure_stage,failure_reason,verifier_failure_reasons,old_pair_remaining_count,old_severe_pair_remaining_count,new_severe_pair_created_count,receptor_scope_old,receptor_scope_new,old_report_scope_input,candidate_atom_count,phase4_0_1_mode,candidate_budget_k,center,cuda_visible_devices,fragment_diagnostics_status,fragment_diagnostics_reason,fixed_structure_mapping_success_for_diagnostics,fixed_structure_mapping_reason,fixed_structure_mapping_rmsd,target_mask_heavy_atom_count,generated_fragment_heavy_atom_count,generated_fragment_size_diff,generated_atom_indices_json,target_mask_elements,generated_fragment_elements,generated_element_mismatch_count,generated_size_status,candidate_total_fragment_count,candidate_single_fragment,candidate_extra_fragment_count,anchor_candidate_idx,anchor_match_success,generated_fragment_connected_to_anchor,generated_fragment_attachment_count,anchor_bond_like_distance,anchor_reconnect_status,anchor_reconnect_reason,local_reconnect_pass,local_reconnect_failure_reason,num_generated_components,num_anchor_neighbors,num_extra_attachments,floating_fragment_detected,anchor_aware_filter_pass,anchor_aware_filter_reason,source_group,reconnect_category,reconnect_category_reason,strict_single_anchor_shadow_reliable,local_reconnect_original_preserved,sampling_group,sampling_reason,duplicate_of,fallback_reason,needs_user_review,manual_visual_label,manual_visual_confidence,manual_notes,safe_candidate_id,case_dir,clash_contact_sheet_path,anchor_topology_contact_sheet_path,before_after_overlay_contact_sheet_path,camera_quality_clash,camera_retry_count_clash,camera_quality_anchor_topology,camera_retry_count_anchor_topology,camera_quality_before_after_overlay,camera_retry_count_before_after_overlay,camera_adjustment_notes,final_camera_selection_status
vqc_011,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_000347,complex_crossdocked_000010,diffsbdd_conditional_inpainting:pocket:case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000347/diffsbdd_pocket_candidate_007.sdf,True,True,True,True,False,0.0568435542492304,True,0.3716331711075327,0.0,True,True,0.0,0.0573975555598735,True,0.0568435527384281,True,True,True,True,True,True,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",reliable_criteria,anchor_integrity,,0.0,0.0,0.0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,23.0,formal,8,pocket,0.0,ok,,True,,0.0568435542492304,2,2,0,"[0, 10]","[""C"", ""O""]","[""O"", ""C""]",0,matched,2,False,1,4,True,False,4,5.2733917236328125,fail,floating_fragment,False,floating_fragment,2,0,3,True,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=2,False,False,diffsbdd_invalid_non_reliable,DiffSBDD invalid_reconnect non reliable renderable candidate,,anchor_not_mapped_not_available_in_diffsbdd_candidates,False,looks_floating_fragment,high,"anchor_topology/overlay 中可见分离的 generated/floating 标记, 与 floating_fragment 诊断一致.",diffsbdd_conditional_inpainting_pocket_case_000347_007,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_007,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_007/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_007/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_007/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_good,0,camera_quality_good,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_012,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_000670,complex_crossdocked_000018,diffsbdd_conditional_inpainting:pocket:case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000670/diffsbdd_pocket_candidate_007.sdf,True,True,True,False,True,0.0457057711823513,True,,,False,False,-1.0,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=31:Z=8,,-1.0,-1.0,-1.0,,,pocket10_all_atoms,34.0,formal,8,pocket,1.0,ok,,True,,0.0457057711823513,4,4,0,"[13, 14, 15, 16]","[""C"", ""O"", ""O"", ""S""]","[""N"", ""C"", ""Cl"", ""C""]",6,matched,2,False,1,12,True,True,5,1.1459171772003174,fail,floating_fragment,False,floating_fragment,2,1,4,True,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=2,False,False,diffsbdd_invalid_non_reliable,DiffSBDD invalid_reconnect non reliable renderable candidate,,anchor_not_mapped_not_available_in_diffsbdd_candidates,False,looks_floating_fragment,medium,"虽然 clash 和 topology 质量为 usable, 仍可见 floating/generated 标记与 anchor 主体分离, 支持 floating_fragment 诊断.",diffsbdd_conditional_inpainting_pocket_case_000670_007,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_007,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_007/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_007/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_007/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_usable,0,camera_quality_usable,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_013,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_001055,complex_crossdocked_000023,diffsbdd_conditional_inpainting:pocket:case_001055,diffsbdd_conditional_inpainting:pocket:case_001055:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_001055/diffsbdd_pocket_candidate_001.sdf,True,True,True,False,False,0.0502962299964075,True,,,False,False,-1.0,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=22:Z=15,,-1.0,-1.0,-1.0,,,pocket10_all_atoms,36.0,formal,8,pocket,1.0,ok,,True,,0.0502962299964075,5,5,0,"[13, 14, 15, 16, 17]","[""O"", ""P"", ""O"", ""O"", ""O""]","[""C"", ""C"", ""O"", ""F"", ""O""]",6,matched,2,False,1,22,True,False,6,3.368807554244995,fail,floating_fragment,False,floating_fragment,2,0,5,True,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=2,False,False,diffsbdd_invalid_non_reliable,DiffSBDD invalid_reconnect non reliable renderable candidate,,anchor_not_mapped_not_available_in_diffsbdd_candidates,False,looks_floating_fragment,medium,"usable 质量下仍可判断有游离 generated/floating 标记, 与 floating_fragment 诊断一致.",diffsbdd_conditional_inpainting_pocket_case_001055_001,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001055/diffsbdd_conditional_inpainting_pocket_case_001055_001,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001055/diffsbdd_conditional_inpainting_pocket_case_001055_001/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001055/diffsbdd_conditional_inpainting_pocket_case_001055_001/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001055/diffsbdd_conditional_inpainting_pocket_case_001055_001/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_usable,0,camera_quality_usable,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_014,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_000552,complex_crossdocked_000016,diffsbdd_conditional_inpainting:pocket:case_000552,diffsbdd_conditional_inpainting:pocket:case_000552:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000552/diffsbdd_pocket_candidate_001.sdf,True,True,True,False,True,0.0490509796559102,True,,,False,False,-1.0,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=11:Z=8,,-1.0,-1.0,-1.0,,,pocket10_all_atoms,23.0,formal,8,pocket,0.0,ok,,True,,0.0490509796559102,2,2,0,"[2, 3]","[""C"", ""O""]","[""C"", ""C""]",2,matched,1,True,0,17,True,True,2,1.4266031980514526,fail,extra_attachments=1,False,extra_attachments=1,1,1,1,False,False,extra_attachments=1,diffsbdd_candidates,multi_attachment_out_of_scope,extra_attachments=1,False,False,diffsbdd_multi_non_reliable,DiffSBDD multi_attachment_out_of_scope non reliable renderable candidate,,,False,looks_multi_attachment,high,"anchor_topology 中可见额外 attachment 关系, 与 extra_attachments=1 一致, 支持 multi_attachment_out_of_scope.",diffsbdd_conditional_inpainting_pocket_case_000552_001,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_good,0,camera_quality_good,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_015,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_001270,complex_crossdocked_000025,diffsbdd_conditional_inpainting:pocket:case_001270,diffsbdd_conditional_inpainting:pocket:case_001270:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k16/diffsbdd_inpainting/case_001270/diffsbdd_pocket_candidate_007.sdf,True,True,True,False,True,0.0510242536500732,True,,,False,False,-1.0,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=27:Z=15,,-1.0,-1.0,-1.0,,,pocket10_all_atoms,36.0,formal,16,pocket,1.0,ok,,True,,0.0510242536500732,5,5,0,"[13, 14, 15, 16, 17]","[""O"", ""P"", ""O"", ""O"", ""O""]","[""S"", ""C"", ""O"", ""C"", ""C""]",8,matched,4,False,3,24,True,True,11,1.7705121040344238,fail,extra_attachments=10,False,extra_attachments=10,3,1,10,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=4,False,False,diffsbdd_multi_non_reliable,DiffSBDD multi_attachment_out_of_scope non reliable renderable candidate,,,False,looks_possible_linker_or_bridge,high,"拓扑视图显示多连接/桥接式 generated fragment, 同时 RDKit fragment count 显示 candidate_total_fragment_count=4; 按更新后的优先级, 多片段候选优先归为 invalid_reconnect, 而不是 multi_attachment_out_of_scope.",diffsbdd_conditional_inpainting_pocket_case_001270_007,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_usable,0,camera_quality_good,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_016,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_001457,complex_crossdocked_000030,diffsbdd_conditional_inpainting:pocket:case_001457,diffsbdd_conditional_inpainting:pocket:case_001457:010,10,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k32/diffsbdd_inpainting/case_001457/diffsbdd_pocket_candidate_010.sdf,True,True,True,False,True,0.0529924953541272,True,,,False,False,-1.0,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=9:Z=15,,-1.0,-1.0,-1.0,,,pocket10_all_atoms,34.0,formal,32,pocket,1.0,ok,,True,,0.0529924953541272,8,8,0,"[9, 10, 11, 12, 13, 14, 15, 16]","[""C"", ""O"", ""C"", ""P"", ""O"", ""O"", ""O"", ""C""]","[""O"", ""C"", ""O"", ""O"", ""C"", ""C"", ""C"", ""C""]",4,matched,4,False,3,23,True,True,12,1.601664900779724,fail,extra_attachments=11,False,extra_attachments=11,4,1,11,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=4,False,False,diffsbdd_multi_non_reliable,DiffSBDD multi_attachment_out_of_scope non reliable renderable candidate,,,False,looks_possible_linker_or_bridge,medium,"topology/overlay 可见大范围多连接和片段延伸, 同时 RDKit fragment count 显示 candidate_total_fragment_count=4; 按更新后的优先级, 多片段候选优先归为 invalid_reconnect.",diffsbdd_conditional_inpainting_pocket_case_001457_010,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_usable,0,camera_quality_usable,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_017,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_000347,complex_crossdocked_000010,diffsbdd_conditional_inpainting:pocket:case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000347/diffsbdd_pocket_candidate_004.sdf,True,True,True,False,True,0.051913660842939,True,,,False,False,-1.0,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=21:Z=6,,-1.0,-1.0,-1.0,,,pocket10_all_atoms,23.0,formal,8,pocket,0.0,ok,,True,,0.051913660842939,2,2,0,"[0, 1]","[""C"", ""O""]","[""N"", ""O""]",2,matched,1,True,0,6,True,True,3,0.8766665458679199,fail,extra_attachments=2,False,extra_attachments=2,1,1,2,False,False,extra_attachments=2,diffsbdd_candidates,multi_attachment_out_of_scope,extra_attachments=2,False,False,diffsbdd_multi_non_reliable,DiffSBDD multi_attachment_out_of_scope non reliable renderable candidate,,,False,looks_multi_attachment,high,"anchor 附近额外 attachment 在 topology/overlay 中可见, 与 extra_attachments=2 一致.",diffsbdd_conditional_inpainting_pocket_case_000347_004,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_good,0,camera_quality_good,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_018,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_000670,complex_crossdocked_000018,diffsbdd_conditional_inpainting:pocket:case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000670/diffsbdd_pocket_candidate_002.sdf,True,True,True,False,True,0.0540241944610989,True,,,False,False,-1.0,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=33:Z=16,,-1.0,-1.0,-1.0,,,pocket10_all_atoms,34.0,formal,8,pocket,1.0,ok,,True,,0.0540241944610989,4,4,0,"[12, 13, 14, 15]","[""C"", ""O"", ""O"", ""S""]","[""O"", ""C"", ""F"", ""O""]",2,matched,1,True,0,11,True,True,4,1.3688807487487793,fail,extra_attachments=3,False,extra_attachments=3,1,1,3,False,False,extra_attachments=3,diffsbdd_candidates,multi_attachment_out_of_scope,extra_attachments=3,False,False,diffsbdd_multi_non_reliable,DiffSBDD multi_attachment_out_of_scope non reliable renderable candidate,,,False,looks_multi_attachment,high,"用户复核图像后确认该候选确实存在多个连接点; RDKit 读源 SDF 为单一连通分量且 sanitize ok, 因此支持 multi_attachment_out_of_scope, 不是渲染拆分错误.",diffsbdd_conditional_inpainting_pocket_case_000670_002,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_poor,0,camera_quality_usable,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_019,diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_000707,complex_crossdocked_000019,diffsbdd_conditional_inpainting:pocket:case_000707,diffsbdd_conditional_inpainting:pocket:case_000707:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000707/diffsbdd_pocket_candidate_003.sdf,True,True,True,False,True,0.0456802107613619,True,,,False,False,-1.0,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=21:Z=6,,-1.0,-1.0,-1.0,,,pocket10_all_atoms,34.0,formal,8,pocket,1.0,ok,,True,,0.0456802107613619,4,4,0,"[13, 14, 15, 16]","[""C"", ""C"", ""C"", ""C""]","[""C"", ""F"", ""O"", ""O""]",6,matched,2,False,1,17,True,True,5,1.4930976629257202,fail,extra_attachments=4,False,extra_attachments=4,2,1,4,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=2,False,False,diffsbdd_multi_non_reliable,DiffSBDD multi_attachment_out_of_scope non reliable renderable candidate,,,False,looks_disconnected,high,"用户复核图像后确认候选配体分成两个部分; RDKit 直接读取 source/candidate SDF 也显示 candidate_total_fragment_count=2 且 candidate_single_fragment=false. 因此该样本按更新后的优先级归为 invalid_reconnect, 不是渲染错误.",diffsbdd_conditional_inpainting_pocket_case_000707_003,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_poor,0,camera_quality_usable,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_020,clean_positive,original_ligand_reconnect_sanity,case_000041,complex_crossdocked_000002,clean_positive:case_000041,clean_positive:case_000041:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000041_original.sdf,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,ok,,True,,0.0,2,2,0,"[10, 11]","[""C"", ""O""]","[""C"", ""O""]",0,matched,1,True,0,5,True,True,1,1.5039464235305786,pass,,True,,1,1,0,False,,,clean_positive,single_anchor_reconnect_pass,single_anchor_connected,,,clean_positive,original clean ligand positive reconnect sanity case,,,False,looks_single_anchor_connected,high,"clean positive 的 anchor_topology 显示 generated/anchor 区域为单锚点连接, 未见游离或额外 attachment.",clean_positive_case_000041_original,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_good,0,camera_quality_good,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
vqc_021,clean_positive,original_ligand_reconnect_sanity,case_000109,complex_crossdocked_000004,clean_positive:case_000109,clean_positive:case_000109:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000109_original.sdf,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,ok,,True,,0.0,2,2,0,"[10, 11]","[""C"", ""O""]","[""C"", ""O""]",0,matched,1,True,0,5,True,True,1,1.503970742225647,pass,,True,,1,1,0,False,,,clean_positive,single_anchor_reconnect_pass,single_anchor_connected,,,clean_positive,original clean ligand positive reconnect sanity case,,,False,looks_single_anchor_connected,high,"clean positive 视觉上支持 single-anchor connected, 未见 floating 或 multi-attachment.",clean_positive_case_000109_original,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_before_after_overlay_contact_sheet.png,camera_quality_good,0,camera_quality_good,0,camera_quality_good,0,first_pass_clear_view_selection,first_pass
