visual_case_id,case_id,candidate_id,candidate_path,source_group,sampling_group,reconnect_category,reconnect_category_reason,clash_contact_sheet_path,anchor_topology_contact_sheet_path,before_after_overlay_contact_sheet_path,manual_visual_label,manual_visual_confidence,manual_notes,needs_user_review
vqc_014,case_000552,diffsbdd_conditional_inpainting:pocket:case_000552:001,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000552/diffsbdd_pocket_candidate_001.sdf,diffsbdd_candidates,diffsbdd_multi_non_reliable,multi_attachment_out_of_scope,extra_attachments=1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_before_after_overlay_contact_sheet.png,looks_multi_attachment,high,"anchor_topology 中可见额外 attachment 关系, 与 extra_attachments=1 一致, 支持 multi_attachment_out_of_scope.",False
vqc_015,case_001270,diffsbdd_conditional_inpainting:pocket:case_001270:007,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k16/diffsbdd_inpainting/case_001270/diffsbdd_pocket_candidate_007.sdf,diffsbdd_candidates,diffsbdd_multi_non_reliable,invalid_reconnect,candidate_fragment_count=4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_before_after_overlay_contact_sheet.png,looks_possible_linker_or_bridge,high,"拓扑视图显示多连接/桥接式 generated fragment, 同时 RDKit fragment count 显示 candidate_total_fragment_count=4; 按更新后的优先级, 多片段候选优先归为 invalid_reconnect, 而不是 multi_attachment_out_of_scope.",False
vqc_016,case_001457,diffsbdd_conditional_inpainting:pocket:case_001457:010,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k32/diffsbdd_inpainting/case_001457/diffsbdd_pocket_candidate_010.sdf,diffsbdd_candidates,diffsbdd_multi_non_reliable,invalid_reconnect,candidate_fragment_count=4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_before_after_overlay_contact_sheet.png,looks_possible_linker_or_bridge,medium,"topology/overlay 可见大范围多连接和片段延伸, 同时 RDKit fragment count 显示 candidate_total_fragment_count=4; 按更新后的优先级, 多片段候选优先归为 invalid_reconnect.",False
vqc_017,case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:004,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000347/diffsbdd_pocket_candidate_004.sdf,diffsbdd_candidates,diffsbdd_multi_non_reliable,multi_attachment_out_of_scope,extra_attachments=2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_before_after_overlay_contact_sheet.png,looks_multi_attachment,high,"anchor 附近额外 attachment 在 topology/overlay 中可见, 与 extra_attachments=2 一致.",False
vqc_018,case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:002,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000670/diffsbdd_pocket_candidate_002.sdf,diffsbdd_candidates,diffsbdd_multi_non_reliable,multi_attachment_out_of_scope,extra_attachments=3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_before_after_overlay_contact_sheet.png,looks_multi_attachment,high,"用户复核图像后确认该候选确实存在多个连接点; RDKit 读源 SDF 为单一连通分量且 sanitize ok, 因此支持 multi_attachment_out_of_scope, 不是渲染拆分错误.",False
vqc_019,case_000707,diffsbdd_conditional_inpainting:pocket:case_000707:003,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_000707/diffsbdd_pocket_candidate_003.sdf,diffsbdd_candidates,diffsbdd_multi_non_reliable,invalid_reconnect,candidate_fragment_count=2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_before_after_overlay_contact_sheet.png,looks_disconnected,high,"用户复核图像后确认候选配体分成两个部分; RDKit 直接读取 source/candidate SDF 也显示 candidate_total_fragment_count=2 且 candidate_single_fragment=false. 因此该样本按更新后的优先级归为 invalid_reconnect, 不是渲染错误.",False
vqc_020,case_000041,clean_positive:case_000041:original,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000041_original.sdf,clean_positive,clean_positive,single_anchor_reconnect_pass,single_anchor_connected,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_before_after_overlay_contact_sheet.png,looks_single_anchor_connected,high,"clean positive 的 anchor_topology 显示 generated/anchor 区域为单锚点连接, 未见游离或额外 attachment.",False
vqc_021,case_000109,clean_positive:case_000109:original,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000109_original.sdf,clean_positive,clean_positive,single_anchor_reconnect_pass,single_anchor_connected,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_before_after_overlay_contact_sheet.png,looks_single_anchor_connected,high,"clean positive 视觉上支持 single-anchor connected, 未见 floating 或 multi-attachment.",False
vqc_022,case_000347,clean_positive:case_000347:original,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000347_original.sdf,clean_positive,clean_positive,single_anchor_reconnect_pass,single_anchor_connected,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/clean_positive_case_000347_original/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/clean_positive_case_000347_original/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/clean_positive_case_000347_original/images/reconnect_before_after_overlay_contact_sheet.png,looks_single_anchor_connected,high,"clean positive 视觉上支持 single-anchor connected, 与自动 single_anchor_reconnect_pass 一致.",False
vqc_023,case_000041,rule_fixed_topology:case_000041:001,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000041/rule_candidate_001.sdf,rule_positive,rule_positive,single_anchor_reconnect_pass,single_anchor_connected,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/rule_fixed_topology_case_000041_001/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/rule_fixed_topology_case_000041_001/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/rule_fixed_topology_case_000041_001/images/reconnect_before_after_overlay_contact_sheet.png,looks_single_anchor_connected,high,"rule_fixed_topology positive 视觉上支持 single-anchor connected, 未见 reconnect 检查误伤.",False
vqc_024,case_000109,rule_fixed_topology:case_000109:001,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000109/rule_candidate_001.sdf,rule_positive,rule_positive,single_anchor_reconnect_pass,single_anchor_connected,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/rule_fixed_topology_case_000109_001/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/rule_fixed_topology_case_000109_001/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/rule_fixed_topology_case_000109_001/images/reconnect_before_after_overlay_contact_sheet.png,looks_single_anchor_connected,high,"rule_fixed_topology positive 视觉上支持 single-anchor connected, 与自动 single_anchor_reconnect_pass 一致.",False
vqc_025,case_000347,rule_fixed_topology:case_000347:001,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_000347/rule_candidate_001.sdf,rule_positive,rule_positive,single_anchor_reconnect_pass,single_anchor_connected,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/rule_fixed_topology_case_000347_001/images/reconnect_clash_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/rule_fixed_topology_case_000347_001/images/reconnect_anchor_topology_contact_sheet.png,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/rule_fixed_topology_case_000347_001/images/reconnect_before_after_overlay_contact_sheet.png,looks_single_anchor_connected,high,"rule_fixed_topology positive 视觉上支持 single-anchor connected, 未见游离或额外 attachment.",False
