sample_id,dataset_name,delta_angstrom,pocket8_num_clash_pairs,pocket10_num_clash_pairs,pocket8_num_severe,pocket10_num_severe,score_diff,max_depth_diff,scope_result_same
complex_crossdocked_000030,phase0_balanced_30_v0_1,0.5,1,1,0,0,0.0,0.0,True
complex_crossdocked_000031,phase0_balanced_30_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000031,phase0_balanced_30_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000031,phase0_balanced_30_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000032,phase0_balanced_30_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000032,phase0_balanced_30_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000032,phase0_balanced_30_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000033,phase0_balanced_30_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000033,phase0_balanced_30_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000033,phase0_balanced_30_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000035,phase0_balanced_30_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000035,phase0_balanced_30_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000035,phase0_balanced_30_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000036,phase0_balanced_30_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000036,phase0_balanced_30_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000036,phase0_balanced_30_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000048,phase0_balanced_30_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000048,phase0_balanced_30_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000048,phase0_balanced_30_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000049,phase0_balanced_30_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000049,phase0_balanced_30_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000049,phase0_balanced_30_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000050,phase0_balanced_30_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000050,phase0_balanced_30_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000050,phase0_balanced_30_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_diffsbdd_5ndu,phase0_balanced_30_v0_1,0.3,2,2,0,0,0.0,0.0,True
complex_diffsbdd_5ndu,phase0_balanced_30_v0_1,0.4,1,1,0,0,0.0,0.0,True
complex_diffsbdd_5ndu,phase0_balanced_30_v0_1,0.5,1,1,0,0,0.0,0.0,True
complex_crossdocked_000001,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000001,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000001,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000002,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000002,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000002,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000003,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000003,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000003,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000004,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000004,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000004,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000005,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000005,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000005,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000006,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000006,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000006,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000007,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000007,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000007,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000008,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000008,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000008,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000009,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000009,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000009,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000010,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000010,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000010,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000011,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000011,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000011,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000012,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000012,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000012,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000013,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000013,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000013,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000014,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000014,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000014,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000015,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000015,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000015,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000016,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000016,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000016,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000017,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000017,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000017,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000018,phase0_clean_pool_v0_1,0.3,8,8,0,0,0.0,0.0,True
complex_crossdocked_000018,phase0_clean_pool_v0_1,0.4,1,1,0,0,0.0,0.0,True
complex_crossdocked_000018,phase0_clean_pool_v0_1,0.5,1,1,0,0,0.0,0.0,True
complex_crossdocked_000019,phase0_clean_pool_v0_1,0.3,12,12,1,1,0.0,0.0,True
complex_crossdocked_000019,phase0_clean_pool_v0_1,0.4,10,10,0,0,0.0,0.0,True
complex_crossdocked_000019,phase0_clean_pool_v0_1,0.5,4,4,0,0,0.0,0.0,True
complex_crossdocked_000020,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000020,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000020,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000021,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000021,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000021,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000022,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000022,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000022,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000023,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000023,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000023,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000024,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000024,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000024,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000025,phase0_clean_pool_v0_1,0.3,2,2,0,0,0.0,0.0,True
complex_crossdocked_000025,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000025,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000026,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000026,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000026,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000027,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000027,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000027,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000028,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000028,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000028,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000029,phase0_clean_pool_v0_1,0.3,2,2,0,0,0.0,0.0,True
complex_crossdocked_000029,phase0_clean_pool_v0_1,0.4,1,1,0,0,0.0,0.0,True
complex_crossdocked_000029,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000030,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000030,phase0_clean_pool_v0_1,0.4,1,1,0,0,0.0,0.0,True
complex_crossdocked_000030,phase0_clean_pool_v0_1,0.5,1,1,0,0,0.0,0.0,True
complex_crossdocked_000031,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000031,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000031,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000032,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000032,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000032,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000033,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000033,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000033,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000034,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000034,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000034,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000035,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000035,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000035,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000036,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000036,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000036,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000037,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000037,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000037,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000038,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000038,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000038,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000039,phase0_clean_pool_v0_1,0.3,3,3,0,0,0.0,0.0,True
complex_crossdocked_000039,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000039,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000040,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000040,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000040,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000041,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000041,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000041,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000042,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000042,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000042,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000043,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000043,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000043,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000044,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000044,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000044,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000045,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000045,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000045,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000046,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000046,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000046,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000047,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000047,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000047,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000048,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000048,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000048,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000049,phase0_clean_pool_v0_1,0.3,0,0,0,0,0.0,0.0,True
complex_crossdocked_000049,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000049,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_crossdocked_000050,phase0_clean_pool_v0_1,0.3,1,1,0,0,0.0,0.0,True
complex_crossdocked_000050,phase0_clean_pool_v0_1,0.4,0,0,0,0,0.0,0.0,True
complex_crossdocked_000050,phase0_clean_pool_v0_1,0.5,0,0,0,0,0.0,0.0,True
complex_diffsbdd_5ndu,phase0_clean_pool_v0_1,0.3,2,2,0,0,0.0,0.0,True
complex_diffsbdd_5ndu,phase0_clean_pool_v0_1,0.4,1,1,0,0,0.0,0.0,True
complex_diffsbdd_5ndu,phase0_clean_pool_v0_1,0.5,1,1,0,0,0.0,0.0,True
